query_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
39,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,0,1,0,0,1,1,1,0,1,1,0,1,1,1,1
41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1
43,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1
44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
46,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1
47,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
48,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1
49,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1
50,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
51,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
54,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
55,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
57,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1
58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1
60,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1
62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1
65,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1
66,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1
67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1
70,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1
73,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74,0,1,0,1,1,0,1,1,1,0,0,1,1,1,0
75,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1
76,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0
77,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0
81,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1
82,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
83,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1
84,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
85,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1
86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
87,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1
88,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
91,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
93,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1
94,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1
95,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1
96,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1
97,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1
98,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
99,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
100,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
101,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1
102,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
103,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1
104,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1
105,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1
106,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
107,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
108,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1
111,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
112,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1
113,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
114,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
115,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
116,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1
117,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
118,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1
120,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
121,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1
122,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
123,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1
124,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1
125,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
126,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
127,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1
131,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
132,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0
133,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
134,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
135,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1
136,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
140,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
141,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
142,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
143,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
144,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
145,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1
146,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
147,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
148,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
150,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
151,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
152,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
153,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
154,1,1,0,1,1,0,0,0,0,1,0,0,1,1,0
155,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
156,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1
157,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1
158,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1
159,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1
160,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
161,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
162,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1
163,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
164,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1
165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
166,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
168,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1
169,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
170,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1
171,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
172,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
173,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
174,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
175,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
176,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1
177,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0
178,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
179,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
180,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1
181,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
182,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
183,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
186,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
187,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
189,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
190,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
191,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
192,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
193,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
194,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
195,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
196,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
197,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
198,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1
199,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
200,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
201,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1
202,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1
203,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
204,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
205,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
206,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
207,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1
208,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
209,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1
210,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
211,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
212,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1
213,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
214,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1
215,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
218,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1
219,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
220,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1
222,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1
223,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
224,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1
225,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1
226,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1
227,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1
228,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1
230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
231,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1
232,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1
233,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
234,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
235,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
236,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
237,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
239,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
240,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
241,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1
242,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
243,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
244,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
245,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
246,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1
247,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1
248,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1
249,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
250,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1
251,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1
252,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1
253,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
254,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1
255,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
256,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
257,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1
258,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
259,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1
260,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1
261,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0
262,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1
263,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1
264,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
265,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1
266,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
267,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1
268,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1
269,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1
270,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1
271,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
272,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1
273,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1
274,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1
275,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
276,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
277,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1
278,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1
279,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1
280,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1
281,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1
282,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1
283,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1
284,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
285,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1
286,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
287,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
288,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
289,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
290,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1
291,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
292,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
293,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1
294,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1
295,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
296,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
297,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1
298,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1
299,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1
300,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1
301,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
302,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1
303,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
304,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1
305,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0
306,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
307,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1
308,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1
309,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
310,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
311,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1
312,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
313,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1
314,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
315,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
316,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
317,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
318,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1
319,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1
320,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
321,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
322,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
324,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1
325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1
327,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
328,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1
329,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
330,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
331,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
332,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
336,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1
337,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1
338,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
339,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1
340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
342,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
343,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
344,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
345,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
346,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
347,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
348,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1
351,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
352,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
353,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
354,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
355,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
356,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
357,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1
358,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1
359,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1
360,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1
361,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1
362,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1
363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
364,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1
365,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1
366,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
367,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
368,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
369,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1
370,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
371,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
372,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
373,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1
374,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
375,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1
376,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1
377,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
378,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
379,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
381,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1
382,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
383,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1
384,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
385,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
386,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
387,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1
388,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1
389,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1
390,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
391,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1
392,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
393,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
394,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
395,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
397,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
398,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1
399,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
400,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
401,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1
402,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
403,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
404,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
405,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1
406,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1
407,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
408,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
409,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1
410,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1
411,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1
412,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
413,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
414,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0
415,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
416,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
417,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
418,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
419,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1
420,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
421,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
424,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1
425,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1
426,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
428,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
429,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1
430,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1
431,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
432,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
433,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
434,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
