query_id,doc_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
192,2671,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
193,5591,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
194,566,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1
195,4291,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
196,2435,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
197,2227,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
198,5487,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
199,2463,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200,5328,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
201,1089,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
202,4380,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
203,1215,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
204,209,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
205,2490,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
206,4295,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
207,3218,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
208,5428,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
209,1639,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
210,668,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
211,151,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
212,4517,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
213,235,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
214,655,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215,1039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
216,588,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
217,1923,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
218,848,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
219,5278,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220,4669,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221,4443,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
222,2413,1,1,1,0,1,1,0,0,1,0,0,1,0,1,1
223,3939,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
224,292,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225,5244,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
226,2615,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
227,3656,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
228,2529,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229,1965,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
230,5209,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1
231,1260,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
232,4298,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
233,3584,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
234,1770,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
235,314,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
236,2961,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
237,3503,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
238,1964,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
239,911,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
240,2580,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
241,5367,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
242,1931,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
243,1502,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
244,4216,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0
245,3297,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
246,4006,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
247,5566,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
248,1669,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1
249,4659,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
250,5369,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0
251,4601,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
252,3070,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1
253,4280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,3485,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
255,3260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
256,2223,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
257,2194,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1
258,4823,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1
259,3394,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
260,4330,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1
261,4055,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
262,4542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
263,3431,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1
264,5174,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
265,928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
266,5272,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1
267,550,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1
268,2469,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1
269,3674,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270,2186,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1
271,3014,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1
272,4608,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
273,434,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1
274,4816,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
275,3403,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
276,4210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,5212,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0
278,3778,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
279,5518,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
280,1652,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1
281,1326,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
282,2160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
283,4886,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
284,985,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0
285,3717,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1
286,3805,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1
287,3613,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1
288,567,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1
289,3441,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
290,3924,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
291,1889,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
292,3347,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
293,2349,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
294,1798,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1
295,598,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1
296,5284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
297,192,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
298,5266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,1987,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1
301,150,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
302,2630,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1
303,5062,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
304,4197,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
305,3299,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
306,5637,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1
307,3541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,4268,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
309,4855,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1
310,3324,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
311,488,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1
312,2228,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
313,1821,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1
314,4408,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1
315,1080,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
316,1789,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1
317,5260,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
318,3938,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
319,2331,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1
320,1078,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
321,4693,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
322,4251,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1
323,3885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,1926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,1202,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1
327,2097,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1
328,262,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1
329,4658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,1871,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
331,618,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
332,341,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1
333,638,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
334,1275,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1
335,3679,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
336,3806,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
337,1714,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
338,3465,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
339,409,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
340,2213,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
341,868,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
342,4633,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
343,368,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
344,2426,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
345,2777,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
346,706,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
347,85,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
348,3280,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
349,4073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,1158,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
351,460,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1
352,4173,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
353,3489,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
354,2941,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
355,5273,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1
356,1633,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
357,4629,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1
358,2638,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
359,3664,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
360,3816,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1
361,3150,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1
362,4095,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0
363,4574,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
364,424,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
365,323,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
366,3791,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1
367,4999,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
368,2057,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
369,845,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
370,1734,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
371,1397,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
372,206,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
373,4102,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1
374,2131,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
375,4889,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1
376,1994,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1
377,1599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,1890,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
379,4829,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1
380,264,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
381,4741,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1
382,1941,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
383,5204,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
384,4734,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
385,3418,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
386,1422,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
387,63,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1
388,537,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
389,5058,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1
390,236,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
391,4221,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1
392,5096,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1
393,342,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1
394,2074,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1
395,998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,5086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
397,3708,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
398,2857,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
